route_date_key,date,year,month,quarter,day_of_week,region,bu,area,route_id,primary_waste_stream,primary_customer_segment,num_drivers,num_trucks,total_stops,completed_stops,missed_stops,total_distance_km,total_fuel_used_litres,total_labour_hours,total_yards,total_tonnes,avg_revenue_per_stop,total_revenue,disposal_cost,fuel_cost,labour_cost,maintenance_cost,admin_cost,total_cost,net_revenue,gross_profit,gross_margin_pct,scheduled_hours,actual_hours,delay_minutes,on_time_flag,incident_flag,incident_type
RDK-0000085,2022-01-29,2022,1,Q1,Saturday,BC,BC BU,Abbotsford,RTE-0107,General Waste,Office & Commercial,1,1,116,116,0,218.9,117.5,13.31,191.2,37.55,35.66,4136.53,2713.36,201.59,593.44,80.39,188.48,3777.26,1423.17,359.27,8.69,13.28,13.61,20,0,0,None
RDK-0000086,2022-09-01,2022,9,Q3,Thursday,Ontario,GTA BU,Markham,RTE-0031,General Waste,Industrial,1,1,129,126,3,266.1,161.5,16.49,229.4,42.63,100.61,12677.03,2685.07,228.68,815.28,84.27,525.97,4339.27,9991.96,8337.76,65.77,17.01,17.21,12,1,0,None
RDK-0000087,2022-06-21,2022,6,Q2,Tuesday,Quebec,Quebec BU,Quebec City,RTE-0004,General Waste,Industrial,2,2,142,142,0,152.2,86.1,17.67,277.5,51.98,53.04,7532.31,3529.91,119.78,876.92,41.07,301.0,4868.68,4002.4,2663.63,35.36,17.04,18.26,73,0,0,None
RDK-0000088,2022-05-07,2022,5,Q2,Saturday,BC,BC BU,Abbotsford,RTE-0107,General Waste,Office & Commercial,1,1,118,118,0,182.1,97.1,15.37,227.4,37.38,61.73,7283.98,3913.63,175.54,575.27,70.2,342.68,5077.32,3370.35,2206.66,30.29,14.65,14.83,11,1,0,None
RDK-0000089,2023-03-24,2023,3,Q1,Friday,Quebec,Quebec BU,Montreal,RTE-0099,Recycling,Restaurant & Food Service,2,2,106,105,1,152.3,89.9,12.91,182.5,17.61,55.85,5863.84,471.5,159.44,672.02,36.39,319.42,1658.77,5392.34,4205.07,71.71,11.74,12.82,65,0,0,None
RDK-0000090,2022-10-19,2022,10,Q4,Wednesday,Atlantic,Atlantic BU,Moncton,RTE-0016,Recycling,Restaurant & Food Service,1,1,139,134,5,268.2,165.8,18.87,247.4,25.05,85.3,11430.67,772.89,254.92,972.34,83.86,388.53,2472.54,10657.78,8958.13,78.37,21.24,21.72,29,0,0,None
RDK-0000091,2022-07-13,2022,7,Q3,Wednesday,Prairies,Prairies BU,Regina,RTE-0006,Cardboard,Restaurant & Food Service,1,1,116,113,3,186.7,87.0,17.61,216.7,13.91,43.24,4885.8,324.83,152.02,825.22,79.41,156.25,1537.73,4560.97,3348.07,68.53,17.79,18.24,27,0,0,None
RDK-0000092,2024-07-05,2024,7,Q3,Friday,Quebec,Quebec BU,Longueuil,RTE-0052,General Waste,Healthcare,1,1,147,144,3,252.4,129.2,18.05,294.3,55.31,55.34,7968.36,4115.98,238.26,649.94,88.28,357.23,5449.69,3852.38,2518.67,31.61,18.44,18.54,6,1,0,None
RDK-0000093,2024-09-05,2024,9,Q3,Thursday,BC,BC BU,Vancouver,RTE-0017,Recycling,Restaurant & Food Service,1,1,144,140,4,308.4,180.4,18.85,282.7,28.55,80.59,11283.11,647.06,335.11,948.8,95.15,374.02,2400.14,10636.05,8882.97,78.73,18.89,19.01,7,1,0,None
RDK-0000094,2023-10-30,2023,10,Q4,Monday,Quebec,Quebec BU,Quebec City,RTE-0004,General Waste,Industrial,1,1,147,144,3,298.3,192.3,18.7,273.8,49.78,53.69,7731.07,4320.6,369.4,882.25,98.03,239.02,5909.3,3410.47,1821.77,23.56,20.55,20.55,0,1,0,None
RDK-0000095,2023-03-15,2023,3,Q1,Wednesday,Prairies,Prairies BU,Winnipeg,RTE-0096,Recycling,Retail,2,2,140,135,5,200.8,114.3,16.37,240.5,23.44,23.39,3157.49,690.82,177.22,651.43,67.0,134.97,1721.44,2466.67,1436.05,45.48,16.98,16.98,0,1,0,None
RDK-0000096,2023-02-13,2023,2,Q1,Monday,BC,BC BU,Surrey,RTE-0039,General Waste,Industrial,1,1,159,157,2,293.1,162.4,17.71,268.7,51.19,62.53,9816.44,3313.1,297.81,777.28,101.04,282.95,4772.18,6503.34,5044.26,51.39,18.4,19.08,41,0,0,None
RDK-0000097,2023-09-06,2023,9,Q3,Wednesday,Prairies,Prairies BU,Regina,RTE-0011,Organics,Healthcare,1,1,131,131,0,210.7,134.2,18.96,254.2,68.03,70.45,9228.57,3791.34,226.1,561.64,55.22,345.35,4979.65,5437.23,4248.92,46.04,17.64,17.71,4,1,0,None
RDK-0000098,2024-04-27,2024,4,Q2,Saturday,Atlantic,Atlantic BU,Fredericton,RTE-0035,General Waste,Office & Commercial,1,1,148,148,0,264.2,164.3,18.83,285.4,50.38,32.54,4815.87,3832.01,274.92,895.94,87.74,174.9,5265.51,983.86,-449.64,-9.34,19.67,19.84,10,1,0,None
RDK-0000099,2024-09-07,2024,9,Q3,Saturday,Atlantic,Atlantic BU,Halifax,RTE-0030,General Waste,Restaurant & Food Service,2,2,157,153,4,258.8,151.6,18.53,301.6,52.79,87.82,13436.41,4711.59,247.0,763.6,102.3,775.87,6600.36,8724.82,6836.05,50.88,18.8,18.8,0,1,0,None
RDK-0000100,2022-09-06,2022,9,Q3,Tuesday,Prairies,Prairies BU,Regina,RTE-0019,Recycling,Retail,1,1,179,177,2,302.9,122.0,19.81,328.6,32.9,62.6,11080.43,1431.62,181.58,923.36,104.12,612.99,3253.67,9648.81,7826.76,70.64,20.35,20.73,23,0,0,None
RDK-0000101,2022-10-06,2022,10,Q4,Thursday,Prairies,Prairies BU,Regina,RTE-0106,General Waste,Retail,1,1,163,156,7,320.7,164.9,24.94,291.3,49.4,55.49,8657.04,3240.82,292.85,957.53,111.22,325.35,4927.77,5416.22,3729.27,43.08,24.97,24.97,0,1,0,None
RDK-0000102,2023-07-03,2023,7,Q3,Monday,BC,BC BU,Surrey,RTE-0041,General Waste,Restaurant & Food Service,2,2,166,165,1,242.7,138.2,18.61,330.6,60.33,58.13,9591.9,3896.83,291.14,829.01,106.56,510.29,5633.83,5695.07,3958.07,41.26,18.05,18.55,30,0,0,None
RDK-0000103,2023-06-08,2023,6,Q2,Thursday,Atlantic,Atlantic BU,Fredericton,RTE-0010,General Waste,Restaurant & Food Service,2,2,149,149,0,236.7,143.2,18.29,305.5,56.86,74.74,11136.87,4581.13,215.93,706.25,69.36,561.4,6134.07,6555.74,5002.8,44.92,17.36,17.36,0,1,0,None
RDK-0000104,2023-04-24,2023,4,Q2,Monday,Quebec,Quebec BU,Longueuil,RTE-0050,General Waste,Industrial,2,2,117,117,0,201.8,117.7,17.06,227.2,45.18,56.85,6651.62,3926.21,199.6,643.02,98.9,206.58,5074.31,2725.41,1577.31,23.71,17.18,17.76,35,0,0,None
RDK-0000105,2023-07-20,2023,7,Q3,Thursday,Prairies,Prairies BU,Regina,RTE-0059,General Waste,Office & Commercial,1,1,147,144,3,136.7,71.1,12.6,305.0,52.98,39.84,5736.44,4795.98,120.52,616.96,50.5,239.89,5823.85,940.46,-87.41,-1.52,13.05,13.08,2,1,0,None
RDK-0000106,2023-02-14,2023,2,Q1,Tuesday,BC,BC BU,Surrey,RTE-0021,General Waste,Office & Commercial,1,1,112,110,2,242.4,133.4,13.74,199.0,34.21,47.33,5206.21,2854.42,223.53,612.35,80.39,154.01,3924.7,2351.79,1281.51,24.62,13.46,13.68,13,1,0,None
RDK-0000107,2024-04-06,2024,4,Q2,Saturday,Atlantic,Atlantic BU,Moncton,RTE-0056,General Waste,Healthcare,2,2,128,128,0,234.8,124.4,16.54,249.3,47.94,82.3,10534.74,2542.29,237.57,828.92,106.64,440.53,4155.95,7992.45,6378.79,60.55,16.88,16.88,0,1,0,None
RDK-0000108,2023-11-04,2023,11,Q4,Saturday,Prairies,Prairies BU,Regina,RTE-0076,Organics,Industrial,1,1,124,123,1,207.0,98.6,14.67,224.0,59.05,83.17,10229.72,3035.78,196.43,621.14,72.32,527.37,4453.04,7193.94,5776.68,56.47,15.14,15.32,11,1,1,Spill
RDK-0000109,2022-08-09,2022,8,Q3,Tuesday,Quebec,Quebec BU,Longueuil,RTE-0052,General Waste,Healthcare,1,1,159,151,8,280.3,130.4,23.22,295.6,60.06,60.07,9070.18,5433.99,218.68,1011.8,81.05,425.87,7171.39,3636.19,1898.79,20.93,25.07,26.02,57,0,0,None
RDK-0000110,2024-11-05,2024,11,Q4,Tuesday,Ontario,GTA BU,Markham,RTE-0049,Cardboard,Healthcare,1,1,160,160,0,272.3,159.3,19.02,308.3,18.94,96.81,15490.38,383.89,317.64,806.83,132.2,777.33,2417.89,15106.49,13072.49,84.39,18.88,18.88,0,1,0,None
RDK-0000111,2022-12-17,2022,12,Q4,Saturday,Ontario,Central Ontario BU,Sudbury,RTE-0108,Recycling,Hospitality,1,1,163,163,0,267.9,161.3,20.4,269.9,28.32,52.81,8607.95,968.32,275.51,804.13,81.04,384.98,2513.98,7639.63,6093.97,70.79,20.18,20.51,20,0,0,None
RDK-0000112,2023-01-25,2023,1,Q1,Wednesday,Prairies,Prairies BU,Regina,RTE-0072,General Waste,Restaurant & Food Service,1,1,152,147,5,225.2,116.7,17.91,255.4,48.41,58.14,8546.75,3415.48,180.1,800.7,89.14,374.11,4859.53,5131.27,3687.22,43.14,19.95,20.67,43,0,0,None
RDK-0000113,2022-08-18,2022,8,Q3,Thursday,Atlantic,Atlantic BU,Moncton,RTE-0038,Recycling,Restaurant & Food Service,2,2,122,118,4,181.4,105.9,15.77,227.9,21.52,56.57,6675.0,627.55,182.56,682.9,35.7,183.65,1712.36,6047.45,4962.64,74.35,14.49,14.96,28,0,0,None
RDK-0000114,2023-09-05,2023,9,Q3,Tuesday,Atlantic,Atlantic BU,Moncton,RTE-0068,General Waste,Industrial,2,2,182,182,0,229.1,116.0,18.97,362.0,68.22,37.61,6844.56,3659.78,206.91,1003.66,39.65,157.45,5067.45,3184.78,1777.11,25.96,19.45,19.7,15,1,0,None
RDK-0000115,2024-07-18,2024,7,Q3,Thursday,Quebec,Quebec BU,Longueuil,RTE-0115,General Waste,Industrial,1,1,161,157,4,361.4,192.4,21.8,339.3,62.56,88.42,13882.45,5557.49,349.9,960.6,125.26,812.12,7805.37,8324.96,6077.08,43.78,22.18,22.23,3,1,0,None
RDK-0000116,2024-01-09,2024,1,Q1,Tuesday,Atlantic,Atlantic BU,Halifax,RTE-0024,General Waste,Restaurant & Food Service,2,2,161,157,4,305.0,149.1,21.16,286.0,49.51,55.07,8646.21,3867.87,282.29,892.49,80.68,374.5,5497.83,4778.34,3148.38,36.41,22.12,22.52,24,0,0,None
RDK-0000117,2022-06-24,2022,6,Q2,Friday,Atlantic,Atlantic BU,Moncton,RTE-0113,Cardboard,Restaurant & Food Service,1,1,131,131,0,246.8,129.3,16.75,260.8,15.54,62.31,8162.93,413.44,193.36,853.13,119.91,332.37,1912.21,7749.49,6250.72,76.57,15.86,15.86,0,1,0,None
RDK-0000118,2024-11-09,2024,11,Q4,Saturday,Prairies,Prairies BU,Winnipeg,RTE-0001,General Waste,Retail,1,1,152,152,0,306.9,182.0,18.71,300.1,53.38,56.97,8659.21,4492.09,340.52,733.19,97.28,248.61,5911.69,4167.12,2747.52,31.73,19.01,19.18,10,1,0,None
RDK-0000119,2024-04-30,2024,4,Q2,Tuesday,Quebec,Quebec BU,Montreal,RTE-0015,Organics,Retail,2,2,118,116,2,214.9,100.2,13.57,218.6,52.53,58.74,6813.47,3498.77,127.76,570.96,80.48,214.06,4492.03,3314.7,2321.44,34.07,14.93,15.58,39,0,0,None
RDK-0000120,2024-10-16,2024,10,Q4,Wednesday,BC,BC BU,Vancouver,RTE-0048,General Waste,Retail,1,1,164,164,0,302.0,146.3,19.28,320.1,57.1,86.97,14263.43,4657.06,264.28,904.98,105.83,579.22,6511.37,9606.37,7752.06,54.35,20.0,20.18,11,1,0,None
RDK-0000121,2024-03-30,2024,3,Q1,Saturday,Prairies,Prairies BU,Regina,RTE-0011,Organics,Healthcare,1,1,162,162,0,290.4,164.7,18.56,309.5,71.21,109.77,17782.17,4226.71,281.15,829.28,116.29,1039.43,6492.86,13555.46,11289.31,63.49,18.49,18.49,0,1,0,None
RDK-0000122,2024-03-27,2024,3,Q1,Wednesday,Alberta,Calgary BU,Calgary SW,RTE-0118,General Waste,Industrial,2,2,160,159,1,261.7,144.4,18.69,304.4,61.58,72.52,11531.21,5177.41,221.33,987.52,67.66,480.12,6934.04,6353.8,4597.17,39.87,18.98,19.51,32,0,0,None
RDK-0000123,2023-12-26,2023,12,Q4,Tuesday,Atlantic,Atlantic BU,Moncton,RTE-0068,General Waste,Industrial,1,1,165,160,5,302.3,147.0,19.23,281.0,52.57,34.12,5459.27,4442.97,216.06,862.49,81.36,109.62,5712.5,1016.3,-253.23,-4.64,20.36,20.49,8,1,0,None
RDK-0000124,2024-08-31,2024,8,Q3,Saturday,Quebec,Quebec BU,Montreal,RTE-0053,General Waste,Retail,1,1,148,148,0,235.4,125.6,18.33,304.0,56.06,63.73,9431.75,3537.87,219.09,840.37,84.38,492.48,5174.19,5893.88,4257.56,45.14,20.79,20.79,0,1,0,None
RDK-0000125,2024-12-14,2024,12,Q4,Saturday,Ontario,Central Ontario BU,Sudbury,RTE-0108,Recycling,Hospitality,2,2,132,132,0,166.9,115.7,15.88,248.8,24.19,63.91,8436.03,1140.49,166.89,652.65,69.02,278.94,2307.99,7295.54,6128.04,72.64,15.83,15.98,9,1,0,None
RDK-0000126,2024-09-04,2024,9,Q3,Wednesday,BC,BC BU,Abbotsford,RTE-0095,General Waste,Retail,2,2,152,152,0,209.0,137.8,20.45,318.8,62.67,44.57,6775.04,4585.18,197.63,668.28,33.34,220.63,5705.06,2189.86,1069.98,15.79,19.21,19.99,47,0,0,None
RDK-0000127,2023-12-12,2023,12,Q4,Tuesday,Ontario,Central Ontario BU,Sudbury,RTE-0022,Cardboard,Retail,1,1,179,175,4,258.9,143.3,21.15,306.8,16.83,59.23,10364.46,308.17,253.2,1047.61,115.1,416.58,2140.66,10056.29,8223.8,79.35,22.04,22.61,34,0,0,None
RDK-0000128,2024-07-31,2024,7,Q3,Wednesday,Ontario,GTA BU,Toronto North,RTE-0026,General Waste,Office & Commercial,1,1,176,174,2,345.0,198.6,19.96,363.1,68.14,59.26,10312.1,5315.64,359.42,1111.69,99.84,413.81,7300.4,4996.46,3011.7,29.21,21.37,22.07,42,0,0,None
RDK-0000129,2023-11-10,2023,11,Q4,Friday,Prairies,Prairies BU,Regina,RTE-0062,General Waste,Office & Commercial,2,2,130,130,0,156.1,106.3,20.85,240.5,42.37,37.13,4827.17,2945.7,199.4,886.52,39.77,163.37,4234.76,1881.47,592.41,12.27,21.48,21.48,0,1,0,None
RDK-0000130,2024-10-29,2024,10,Q4,Tuesday,Prairies,Prairies BU,Winnipeg,RTE-0096,Recycling,Retail,1,1,128,127,1,183.1,108.4,15.43,243.0,26.14,33.02,4193.85,1175.71,206.9,746.79,67.42,128.11,2324.93,3018.14,1868.92,44.56,15.29,15.92,38,0,0,None
RDK-0000131,2024-02-13,2024,2,Q1,Tuesday,Quebec,Quebec BU,Montreal,RTE-0099,Recycling,Restaurant & Food Service,2,2,104,102,2,178.8,76.9,12.35,192.3,18.92,52.29,5333.68,626.38,105.6,550.56,64.89,266.36,1613.79,4707.3,3719.89,69.74,13.63,14.1,28,0,0,None
RDK-0000132,2023-10-10,2023,10,Q4,Tuesday,Quebec,Quebec BU,Montreal,RTE-0055,Recycling,Restaurant & Food Service,1,1,133,133,0,254.3,137.4,23.34,239.5,24.8,72.13,9593.84,862.04,237.88,1276.8,102.97,472.21,2951.9,8731.8,6641.94,69.23,25.36,25.39,2,1,0,None
RDK-0000133,2024-06-15,2024,6,Q2,Saturday,BC,BC BU,Vancouver,RTE-0005,General Waste,Hospitality,1,1,167,167,0,302.8,180.6,19.82,361.6,66.15,52.53,8772.26,5618.06,247.87,946.69,84.23,353.89,7250.74,3154.2,1521.52,17.34,18.84,18.84,0,1,0,None
RDK-0000134,2024-02-21,2024,2,Q1,Wednesday,Alberta,Calgary BU,Calgary SE,RTE-0116,General Waste,Industrial,1,1,155,155,0,295.2,163.5,22.26,281.7,48.83,33.7,5223.33,3652.75,314.36,1206.92,85.32,166.47,5425.82,1570.58,-202.49,-3.88,23.37,24.0,38,0,0,None
RDK-0000135,2024-06-25,2024,6,Q2,Tuesday,BC,BC BU,Surrey,RTE-0039,General Waste,Industrial,1,1,146,144,2,285.5,192.4,21.14,287.2,46.92,100.93,14533.56,3757.3,352.78,945.61,89.32,431.3,5576.31,10776.26,8957.25,61.63,22.62,22.62,0,1,0,None
RDK-0000136,2024-04-27,2024,4,Q2,Saturday,Prairies,Prairies BU,Winnipeg,RTE-0083,General Waste,Retail,1,1,116,115,1,214.7,120.3,17.23,235.0,38.26,44.58,5126.41,2908.73,206.3,873.61,65.01,145.61,4199.26,2217.68,927.15,18.09,17.68,17.68,0,1,0,None
RDK-0000137,2022-06-13,2022,6,Q2,Monday,Ontario,Central Ontario BU,Sudbury,RTE-0101,Organics,Industrial,2,2,136,130,6,222.0,113.9,16.6,252.5,58.01,93.67,12177.71,3021.88,195.38,608.53,93.57,654.25,4573.61,9155.83,7604.1,62.44,16.72,17.04,19,1,0,None
RDK-0000138,2022-03-25,2022,3,Q1,Friday,Prairies,Prairies BU,Regina,RTE-0072,General Waste,Restaurant & Food Service,1,1,126,126,0,264.5,138.5,16.0,211.8,42.34,58.05,7314.64,2583.46,240.52,636.2,89.27,296.77,3846.22,4731.18,3468.42,47.42,15.92,16.34,25,0,0,None
RDK-0000139,2023-04-01,2023,4,Q2,Saturday,Atlantic,Atlantic BU,Halifax,RTE-0024,General Waste,Restaurant & Food Service,1,1,123,120,3,195.8,93.2,16.71,228.5,38.38,60.33,7239.03,3280.9,138.56,770.67,72.83,198.55,4461.51,3958.13,2777.52,38.37,17.22,17.7,29,0,0,None
RDK-0000140,2023-12-30,2023,12,Q4,Saturday,Atlantic,Atlantic BU,Moncton,RTE-0016,Recycling,Restaurant & Food Service,1,1,154,153,1,297.9,144.5,19.26,274.2,28.27,71.61,10956.62,870.15,198.33,642.22,93.34,442.83,2246.87,10086.47,8709.75,79.49,20.94,21.74,48,0,0,None
RDK-0000141,2022-04-11,2022,4,Q2,Monday,Prairies,Prairies BU,Regina,RTE-0106,General Waste,Retail,1,1,182,182,0,334.2,155.9,25.0,340.1,57.37,50.55,9200.45,3062.44,263.86,1291.46,68.25,523.45,5209.46,6138.01,3990.99,43.38,25.07,26.2,68,0,0,None
RDK-0000142,2024-10-23,2024,10,Q4,Wednesday,Atlantic,Atlantic BU,Moncton,RTE-0113,Cardboard,Restaurant & Food Service,1,1,118,117,1,169.8,108.9,13.09,236.5,15.23,72.07,8431.75,403.89,195.24,498.55,77.61,294.7,1469.99,8027.86,6961.76,82.57,13.27,13.35,5,1,0,None
RDK-0000143,2022-10-17,2022,10,Q4,Monday,BC,BC BU,Vancouver,RTE-0005,General Waste,Hospitality,1,1,149,145,4,246.1,119.6,18.83,258.2,45.12,30.95,4487.06,3968.79,191.58,758.29,103.36,153.89,5175.91,518.27,-688.85,-15.35,19.46,19.46,0,1,0,None
RDK-0000144,2023-01-20,2023,1,Q1,Friday,BC,BC BU,Burnaby,RTE-0071,General Waste,Office & Commercial,1,1,143,139,4,280.0,140.6,21.17,231.5,45.65,36.12,5020.71,3479.08,247.05,830.0,62.58,168.95,4787.66,1541.63,233.05,4.64,23.84,24.72,53,0,0,None
RDK-0000145,2023-12-31,2023,12,Q4,Sunday,BC,BC BU,Vancouver,RTE-0005,General Waste,Hospitality,1,1,157,156,1,326.8,185.6,21.1,264.1,51.61,57.75,9008.76,3657.62,300.05,998.67,126.46,457.86,5540.66,5351.14,3468.1,38.5,21.64,22.01,22,0,0,None
RDK-0000146,2022-12-26,2022,12,Q4,Monday,BC,BC BU,Burnaby,RTE-0071,General Waste,Office & Commercial,1,1,153,153,0,316.8,185.1,20.12,246.8,45.15,40.82,6245.88,3286.12,311.88,1039.88,105.52,239.15,4982.55,2959.76,1263.33,20.23,19.38,19.5,7,1,0,None
RDK-0000147,2024-07-28,2024,7,Q3,Sunday,Alberta,Edmonton BU,St. Albert,RTE-0028,General Waste,Healthcare,1,1,147,142,5,291.3,159.3,21.32,294.5,50.4,89.44,12700.23,3608.57,236.76,1207.48,91.64,558.75,5703.2,9091.66,6997.03,55.09,21.98,22.48,30,0,0,None
RDK-0000148,2024-04-12,2024,4,Q2,Friday,BC,BC BU,Surrey,RTE-0041,General Waste,Restaurant & Food Service,1,1,134,132,2,274.4,187.1,17.2,260.6,45.41,49.86,6581.27,2793.83,341.48,897.38,96.07,328.34,4457.1,3787.44,2124.17,32.28,17.56,17.61,3,1,0,None
RDK-0000149,2023-08-25,2023,8,Q3,Friday,Alberta,Calgary BU,Calgary SE,RTE-0091,General Waste,Hospitality,1,1,161,160,1,239.8,152.9,19.88,327.5,59.2,72.83,11652.83,3824.23,274.94,859.58,92.25,444.81,5495.81,7828.6,6157.02,52.84,19.06,19.06,0,1,0,None
RDK-0000150,2023-06-13,2023,6,Q2,Tuesday,Alberta,Calgary BU,Airdrie,RTE-0069,General Waste,Retail,2,2,165,165,0,221.1,132.7,16.81,333.4,55.82,30.39,5013.94,4917.08,237.52,787.59,35.45,287.98,6265.62,96.86,-1251.68,-24.96,15.74,15.74,0,1,0,None
RDK-0000151,2022-02-21,2022,2,Q1,Monday,Quebec,Quebec BU,Montreal,RTE-0037,Recycling,Retail,1,1,143,142,1,208.0,86.0,15.95,233.0,20.22,38.89,5522.85,584.74,162.71,619.6,72.53,234.47,1674.05,4938.11,3848.8,69.69,15.8,16.42,37,0,0,None
RDK-0000152,2023-12-29,2023,12,Q4,Friday,Prairies,Prairies BU,Regina,RTE-0019,Recycling,Retail,1,1,166,165,1,311.5,144.8,21.36,287.0,29.05,41.99,6928.04,724.35,215.04,1023.35,87.3,285.25,2335.29,6203.69,4592.75,66.29,22.82,23.25,26,0,0,None
RDK-0000153,2022-04-02,2022,4,Q2,Saturday,Quebec,Quebec BU,Quebec City,RTE-0104,General Waste,Retail,1,1,100,90,10,224.1,137.4,13.3,168.3,30.01,51.03,4593.14,2363.43,195.96,615.72,57.16,195.88,3428.15,2229.71,1164.99,25.36,14.66,15.43,46,0,0,None
RDK-0000154,2024-12-18,2024,12,Q4,Wednesday,Quebec,Quebec BU,Laval,RTE-0081,General Waste,Office & Commercial,1,1,140,139,1,113.8,59.4,13.39,246.6,42.65,38.97,5417.37,3304.49,109.68,588.85,27.29,185.11,4215.42,2112.88,1201.95,22.19,12.67,13.44,46,0,0,None
RDK-0000155,2023-12-16,2023,12,Q4,Saturday,Atlantic,Atlantic BU,Moncton,RTE-0068,General Waste,Industrial,1,1,180,180,0,297.9,135.9,18.96,316.7,57.85,51.39,9249.81,4663.37,236.7,877.18,96.61,270.77,6144.63,4586.44,3105.18,33.57,18.61,19.21,36,0,0,None
RDK-0000156,2022-03-10,2022,3,Q1,Thursday,Prairies,Prairies BU,Regina,RTE-0074,General Waste,Industrial,1,1,145,143,2,322.3,175.4,19.14,244.2,39.99,58.71,8395.53,3833.08,332.95,938.41,157.7,307.43,5569.57,4562.45,2825.96,33.66,18.59,19.01,25,0,0,None
RDK-0000157,2023-02-05,2023,2,Q1,Sunday,Atlantic,Atlantic BU,Fredericton,RTE-0002,General Waste,Retail,1,1,143,141,2,284.7,131.9,18.76,247.8,45.62,59.71,8418.41,3745.45,275.06,1030.26,93.28,218.1,5362.15,4672.96,3056.26,36.3,19.58,20.26,41,0,0,None
RDK-0000158,2024-07-17,2024,7,Q3,Wednesday,Quebec,Quebec BU,Montreal,RTE-0015,Organics,Retail,1,1,117,117,0,245.1,155.7,13.43,250.1,65.46,73.11,8554.36,4243.76,268.65,486.35,75.7,391.96,5466.42,4310.6,3087.94,36.1,14.3,14.43,8,1,0,None
RDK-0000159,2022-02-16,2022,2,Q1,Wednesday,Ontario,GTA BU,Markham,RTE-0049,Cardboard,Healthcare,1,1,167,167,0,310.9,191.3,23.18,281.1,16.98,61.36,10246.7,465.17,356.64,1166.13,145.78,466.86,2600.58,9781.53,7646.12,74.62,23.7,23.7,0,1,0,None
RDK-0000160,2022-11-02,2022,11,Q4,Wednesday,Alberta,Calgary BU,Calgary SE,RTE-0091,General Waste,Hospitality,1,1,155,154,1,270.6,138.5,20.54,271.3,44.69,63.64,9800.29,3421.72,202.59,852.94,57.13,220.39,4754.77,6378.57,5045.52,51.48,21.97,22.6,38,0,0,None
RDK-0000161,2023-10-28,2023,10,Q4,Saturday,Ontario,Central Ontario BU,Sudbury,RTE-0108,Recycling,Hospitality,1,1,136,136,0,198.8,116.8,18.18,264.6,26.63,61.91,8420.3,1004.49,167.12,856.96,73.37,286.64,2388.58,7415.81,6031.72,71.63,18.39,18.39,0,1,0,None
RDK-0000162,2022-03-28,2022,3,Q1,Monday,Quebec,Quebec BU,Longueuil,RTE-0065,General Waste,Office & Commercial,1,1,160,160,0,259.0,151.4,20.23,265.4,50.54,49.53,7925.58,4424.92,281.66,1015.24,81.59,244.84,6048.25,3500.66,1877.33,23.69,21.62,21.92,18,1,0,None
RDK-0000163,2022-11-18,2022,11,Q4,Friday,Ontario,GTA BU,Markham,RTE-0049,Cardboard,Healthcare,1,1,167,164,3,377.6,223.6,22.61,278.1,17.21,56.81,9317.55,219.29,378.24,846.53,121.96,406.78,1972.8,9098.26,7344.75,78.83,24.55,24.93,23,0,0,None
RDK-0000164,2022-06-29,2022,6,Q2,Wednesday,Ontario,GTA BU,Markham,RTE-0031,General Waste,Industrial,1,1,120,119,1,268.1,163.7,14.99,240.2,42.93,88.56,10538.45,3689.68,260.47,622.89,67.6,522.56,5163.2,6848.77,5375.25,51.01,16.41,16.41,0,1,0,None
RDK-0000165,2022-08-31,2022,8,Q3,Wednesday,BC,BC BU,Vancouver,RTE-0017,Recycling,Restaurant & Food Service,2,2,148,148,0,238.2,123.8,20.49,288.1,28.89,56.67,8387.9,849.03,207.54,857.28,53.42,165.58,2132.85,7538.87,6255.05,74.57,21.01,21.91,54,0,0,None
RDK-0000166,2024-05-22,2024,5,Q2,Wednesday,Prairies,Prairies BU,Regina,RTE-0006,Cardboard,Restaurant & Food Service,1,1,134,133,1,298.8,166.1,18.18,281.3,17.49,65.94,8770.2,494.55,295.12,801.71,102.28,347.98,2041.64,8275.65,6728.56,76.72,17.61,18.36,45,0,0,None
RDK-0000167,2023-07-17,2023,7,Q3,Monday,Atlantic,Atlantic BU,Moncton,RTE-0113,Cardboard,Restaurant & Food Service,1,1,122,119,3,172.0,104.3,16.79,255.7,15.11,70.65,8407.66,347.97,181.74,636.4,60.28,142.39,1368.78,8059.69,7038.88,83.72,15.89,15.89,0,1,0,None
RDK-0000168,2023-04-03,2023,4,Q2,Monday,Alberta,Edmonton BU,St. Albert,RTE-0103,Recycling,Retail,1,1,129,125,4,273.1,160.0,18.14,227.3,23.34,30.79,3848.27,506.14,298.58,522.26,119.38,118.4,1564.76,3342.13,2283.51,59.34,18.4,18.93,32,0,0,None
RDK-0000169,2024-09-28,2024,9,Q3,Saturday,BC,BC BU,Vancouver,RTE-0005,General Waste,Hospitality,1,1,157,153,4,223.1,103.4,19.81,314.0,57.77,52.21,7988.64,3920.62,189.28,851.02,49.01,339.95,5349.88,4068.02,2638.76,33.03,21.09,21.41,19,1,0,None
RDK-0000170,2022-11-19,2022,11,Q4,Saturday,Atlantic,Atlantic BU,Fredericton,RTE-0010,General Waste,Restaurant & Food Service,1,1,160,160,0,329.1,191.8,21.17,273.4,49.48,64.02,10243.04,2669.32,285.14,901.27,116.62,498.24,4470.59,7573.72,5772.45,56.35,21.11,21.11,0,1,0,None
